,,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,label,label1
,,KMID,KLEN,KMID2,KUP,KUP2,KLOW,KLOW2,KSFT,KSFT2,OPEN0,HIGH0,LOW0,VWAP0,ROC5,ROC10,ROC20,ROC30,ROC60,MA5,MA10,MA20,MA30,MA60,STD5,STD10,STD20,STD30,STD60,BETA5,BETA10,BETA20,BETA30,BETA60,RSQR5,RSQR10,RSQR20,RSQR30,RSQR60,RESI5,RESI10,RESI20,RESI30,RESI60,MAX5,MAX10,MAX20,MAX30,MAX60,MIN5,MIN10,MIN20,MIN30,MIN60,QTLU5,QTLU10,QTLU20,QTLU30,QTLU60,QTLD5,QTLD10,QTLD20,QTLD30,QTLD60,RANK5,RANK10,RANK20,RANK30,RANK60,RSV5,RSV10,RSV20,RSV30,RSV60,IMAX5,IMAX10,IMAX20,IMAX30,IMAX60,IMIN5,IMIN10,IMIN20,IMIN30,IMIN60,IMXD5,IMXD10,IMXD20,IMXD30,IMXD60,CORR5,CORR10,CORR20,CORR30,CORR60,CORD5,CORD10,CORD20,CORD30,CORD60,CNTP5,CNTP10,CNTP20,CNTP30,CNTP60,CNTN5,CNTN10,CNTN20,CNTN30,CNTN60,CNTD5,CNTD10,CNTD20,CNTD30,CNTD60,SUMP5,SUMP10,SUMP20,SUMP30,SUMP60,SUMN5,SUMN10,SUMN20,SUMN30,SUMN60,SUMD5,SUMD10,SUMD20,SUMD30,SUMD60,VMA5,VMA10,VMA20,VMA30,VMA60,VSTD5,VSTD10,VSTD20,VSTD30,VSTD60,WVMA5,WVMA10,WVMA20,WVMA30,WVMA60,VSUMP5,VSUMP10,VSUMP20,VSUMP30,VSUMP60,VSUMN5,VSUMN10,VSUMN20,VSUMN30,VSUMN60,VSUMD5,VSUMD10,VSUMD20,VSUMD30,VSUMD60,"Ref($open, -2) / Ref($open, -1) - 1",
datetime,instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,SH600000,0.0,0.015236643,0.0,0.013632735,0.8947335,0.001603908,0.1052665,-0.012028827,-0.78946704,1.0,1.0136328,0.9983961,,0.98155564,0.9943865,0.9422614,0.9655172,0.96150756,0.9910184,0.9890938,0.9776664,0.97099704,0.9920208,0.0055385204,0.0068066656,0.016950151,0.017297188,0.03152289,0.0032878923,0.00051517715,0.002368994,0.0015148261,-0.00109785,0.88102394,0.052511666,0.6836735,0.5943965,0.3699422,0.002405817,0.00858793,-0.00017179071,0.0070380154,0.04036578,1.0136328,1.0136328,1.0136328,1.0136328,1.0689654,0.9719326,0.9719326,0.9430633,0.93825173,0.93825173,0.9935845,0.9953488,0.99374497,0.9900561,1.0242181,0.9874899,0.9841218,0.9555733,0.9542903,0.96038485,20.0,10.0,5.0,3.3333333,1.1111112,0.67307687,0.67307687,0.8068181,0.81914884,0.4723932,1.0,1.0,1.0,1.0,0.083333336,0.6,0.8,0.05,0.33333334,0.6666667,0.4,0.2,0.95,0.6666667,-0.5833333,0.82443625,0.5386817,0.41613653,0.39562356,0.7008457,0.25927585,0.2123325,0.5164254,0.40108567,0.44218016,1.0,0.8,0.75,0.56666666,0.48333332,0.0,0.2,0.25,0.43333334,0.51666665,1.0,0.6,0.5,0.13333334,-0.033333335,1.0,0.5593225,0.7368424,0.6059114,0.5373832,0.0,0.44067752,0.26315758,0.3940886,0.4626168,1.0,0.118644945,0.47368482,0.21182278,0.07476638,0.6519792,0.59003294,0.6128875,0.5935381,0.81434697,0.26244786,0.23511244,0.2625574,0.25007722,0.44464102,1.1221452,1.3190966,1.4433452,1.46845,1.7103976,0.8379617,0.5777364,0.55591303,0.51952195,0.5054731,0.16203831,0.4222636,0.44408694,0.48047802,0.49452695,0.67592335,0.15547279,0.11182611,0.039043937,0.010946104,0.17528404,
2020-01-02,SH600009,-0.018398672,0.022966713,-0.80110174,0.0012689511,0.05525175,0.0032990878,0.14364651,-0.016368536,-0.712707,1.0187435,1.0200362,0.9966391,,1.0027146,1.0138315,0.97169083,0.9872027,1.0099534,1.0058687,1.0085316,1.0096173,0.99886245,0.99931055,0.007625369,0.0077444445,0.008438398,0.017398017,0.01960426,0.000685113,-0.0011579064,-1.205118e-05,0.0014281081,-1.0630359e-06,0.020181002,0.2049169,7.1385046e-05,0.522185,8.967984e-07,-0.0072389115,-0.0033209745,-0.009502897,-0.019570027,0.00072077935,1.0200362,1.0319287,1.0444674,1.0444674,1.0520941,0.98267835,0.98267835,0.9697518,0.9502327,0.93717676,1.0087643,1.0138314,1.0174509,1.0142452,1.015486,0.9997415,1.0021716,1.0024302,0.9815408,0.9816184,8.0,2.0,0.75,1.4444444,0.75,0.46366775,0.35170665,0.40484446,0.52812034,0.5466818,0.8,0.3,0.4,0.6,0.05,0.6,0.8,0.05,0.1,0.23333333,0.2,-0.5,0.35,0.5,-0.18333334,-0.24108301,-0.04368015,0.08693994,0.18028837,0.16732097,-0.9680202,-0.41458017,0.18174621,0.07739523,0.1002737,0.6,0.4,0.45,0.43333334,0.38333333,0.4,0.6,0.55,0.56666666,0.6166667,0.2,-0.2,-0.1,-0.13333334,-0.23333333,0.47184965,0.4138482,0.5875301,0.5257946,0.49181727,0.5281504,0.5861518,0.41246992,0.47420537,0.50818276,-0.056300722,-0.1723036,0.17506018,0.051589277,-0.016365489,0.507796,0.41074738,0.4586887,0.43304998,0.54217875,0.29387805,0.22776325,0.20338514,0.17741387,0.25410667,1.105728,1.2331742,1.0176343,0.9633079,1.677794,0.9662291,0.73998374,0.61993927,0.5761827,0.51115316,0.033770945,0.2600163,0.38006073,0.42381728,0.48884684,0.9324581,0.47996742,0.23987854,0.15236546,0.022306347,-0.12500796,
2020-01-02,SH600010,0.0,0.015037637,0.0,0.0075188186,0.5,0.0075188186,0.5,0.0,0.0,1.0,1.0075188,0.9924812,,0.9774435,1.0075188,0.96992475,0.9548872,1.1127819,0.9909774,0.9879699,0.98383456,0.98045105,1.0092732,0.008236453,0.010149632,0.012264035,0.014183723,0.055930194,0.004511291,0.00082023477,0.0011023831,0.0006791187,-0.0022466562,0.75,0.05986696,0.28279155,0.17766935,0.4921307,0.0,0.008339053,0.0056928196,0.009701704,0.05700322,1.0075188,1.0075188,1.0225563,1.0225563,1.1278195,0.96992475,0.96992475,0.9624059,0.9473684,0.90977436,0.99398494,0.99398494,0.9924812,0.9924812,1.0902256,0.98947364,0.9774435,0.96992475,0.96992475,0.9624059,20.0,9.5,4.625,3.0555556,1.0138888,0.8,0.8,0.625001,0.7000005,0.41379333,0.4,0.1,0.5,0.1,0.05,0.2,0.3,0.05,0.2,0.41666666,0.2,-0.2,0.45,-0.1,-0.36666667,0.69595295,0.49986818,0.70332974,0.72190416,-0.4364852,0.9852582,0.3492636,0.47265643,0.45754576,0.2958866,0.4,0.3,0.45,0.46666667,0.31666666,0.0,0.4,0.3,0.3,0.36666667,0.4,-0.1,0.15,0.16666667,-0.05,1.0,0.45454547,0.5833333,0.5749999,0.4050634,0.0,0.54545456,0.41666666,0.4250001,0.5949366,1.0,-0.09090909,0.16666667,0.14999981,-0.18987319,0.9790991,0.87458974,0.8604485,0.8619647,0.7992568,0.41324487,0.33606133,0.40263098,0.43445915,0.44001037,1.6541277,1.061233,0.9048622,1.1804962,1.5532202,0.5901821,0.4264321,0.5148768,0.5167127,0.51819175,0.40981787,0.57356787,0.48512322,0.48328727,0.48180827,0.18036427,-0.14713576,0.029753584,0.03342546,0.036383465,0.4926037,
2020-01-02,SH600011,0.005347537,0.016042816,0.33332908,0.008912698,0.55555695,0.0017825807,0.11111395,-0.0017825807,-0.11111395,0.9946809,1.0088652,0.9929078,,1.0070921,1.0301418,1.0478723,1.0177305,1.0283688,0.9957447,1.0060284,1.0155141,1.0290189,1.0241134,0.009597427,0.015506721,0.015857326,0.024592279,0.023108972,-0.002304981,-0.004298301,-0.0020836643,-0.0023031887,-0.00026002145,0.14419992,0.704312,0.60431534,0.67977184,0.038615085,0.008865263,0.013313988,0.004280643,0.0043773395,-0.016442835,1.0159575,1.0407801,1.0620567,1.0868795,1.0868795,0.9751773,0.9751773,0.9751773,0.9751773,0.9574469,1.0021276,1.0141845,1.0304964,1.0492908,1.0390072,0.98900706,0.99078023,1.0042553,1.0070921,1.0070921,16.0,4.0,1.0,0.44444445,0.22222222,0.6086952,0.3783786,0.2857145,0.22222222,0.32876682,0.4,0.1,0.05,0.26666668,0.6333333,0.6,0.8,0.9,0.93333334,0.45,-0.2,-0.7,-0.85,-0.6666667,0.18333334,-0.8516262,-0.65172625,-0.38745672,-0.22043787,0.067436405,-0.9055504,-0.6467488,-0.39600694,-0.1873689,0.16847105,0.6,0.5,0.4,0.5,0.41666666,0.4,0.4,0.55,0.46666667,0.51666665,0.2,0.1,-0.15,0.033333335,-0.1,0.4090922,0.2926834,0.34831485,0.4671054,0.47546008,0.5909078,0.70731664,0.6516851,0.5328946,0.5245399,-0.18181564,-0.41463324,-0.30337027,-0.065789215,-0.049079817,0.82227147,0.56179655,0.5055819,0.49173805,0.4600166,0.33738688,0.35971397,0.26274562,0.22278887,0.21563199,1.0309068,1.2469375,1.0389878,0.9940901,1.6527158,0.93512183,0.70095414,0.59078217,0.59097326,0.55080646,0.06487814,0.29904586,0.40921783,0.40902677,0.44919357,0.8702437,0.40190828,0.18156432,0.18194647,0.10161287,-0.07118145,
2020-01-02,SH600015,-0.005167956,0.011627901,-0.44444445,0.003875967,0.33333334,0.002583978,0.22222222,-0.006459945,-0.5555556,1.0051948,1.0090909,0.9974026,,0.9805196,0.9896105,0.9597403,0.96493506,0.9766234,0.9932468,0.99038965,0.9819481,0.97670996,0.98214287,0.0053860787,0.00668407,0.012204021,0.012733461,0.0135232145,0.0033766143,0.0007870904,0.0017498301,0.0012053797,-0.00022628938,0.98255646,0.1271097,0.7195383,0.6944748,0.08540206,-1.4631598e-08,0.0060684485,0.001428531,0.0058120056,0.02453265,1.0090909,1.0090909,1.0090909,1.0090909,1.0233767,0.9766234,0.9766234,0.961039,0.95844156,0.95844156,0.9968831,0.99636364,0.99350655,0.9911689,0.9948052,0.9898702,0.98493505,0.96727276,0.96493506,0.96753246,20.0,10.0,5.0,3.3333333,1.5277778,0.72,0.72,0.8108108,0.82051283,0.6399993,1.0,1.0,1.0,1.0,0.05,0.2,0.6,0.05,0.06666667,0.53333336,0.8,0.4,0.95,0.93333334,-0.48333332,0.9508062,0.8324744,0.70332456,0.63493043,0.636565,0.7766179,0.3854705,0.5770913,0.55642724,0.2953781,1.0,0.7,0.7,0.6,0.51666665,0.0,0.3,0.25,0.3,0.41666666,1.0,0.4,0.45,0.3,0.1,1.0,0.5999994,0.70666665,0.62857157,0.53435117,0.0,0.40000057,0.29333332,0.37142843,0.46564883,1.0,0.19999887,0.41333333,0.25714314,0.06870232,0.6467478,0.52975917,0.4818035,0.4546373,0.5062669,0.24286146,0.23418821,0.22597744,0.20832638,0.25326663,0.4130177,0.5501307,1.2699243,1.2496628,1.4524243,0.9252555,0.68613696,0.59677815,0.5732312,0.50956154,0.07474452,0.31386307,0.40322182,0.42676878,0.4904385,0.85051095,0.37227386,0.19355637,0.14646244,0.019123038,0.07872443,
2020-01-02,SH600016,0.0,0.007861648,0.0,0.006289318,0.8,0.0015723296,0.2,-0.0047169887,-0.6,1.0,1.0062894,0.9984277,,0.9795597,0.9889937,0.9685534,0.95597476,0.96540874,0.990566,0.9880503,0.9837264,0.97824943,0.97426623,0.0066708294,0.0061211004,0.008150531,0.010847018,0.010521513,0.0040880567,0.00091480993,0.0010391561,0.001084715,0.00029218476,0.9388889,0.2047454,0.56892866,0.77501893,0.23521149,0.0012578637,0.00783306,0.006401628,0.006022191,0.017114338,1.0062894,1.0062894,1.0062894,1.0062894,1.0062894,0.97641516,0.97641516,0.9669812,0.9528302,0.9528302,0.9937107,0.9921383,0.9908805,0.9893082,0.9842767,0.9852201,0.9827044,0.97452825,0.97012573,0.96666664,20.0,10.0,5.0,3.3333333,1.6666666,0.7894731,0.7894731,0.8399997,0.88235277,0.88235277,1.0,1.0,1.0,1.0,1.0,0.2,0.6,0.05,0.033333335,0.51666665,0.8,0.4,0.95,0.96666664,0.48333332,0.7859785,0.79360825,0.7795206,0.56499636,0.4442533,0.50981975,0.39159983,0.7254194,0.6611278,0.3401413,0.8,0.6,0.6,0.56666666,0.45,0.0,0.2,0.3,0.26666668,0.38333333,0.8,0.4,0.3,0.3,0.06666667,1.0,0.65217394,0.6923077,0.6944444,0.5654763,0.0,0.3478261,0.30769232,0.30555555,0.43452367,1.0,0.3043478,0.3846154,0.3888889,0.13095263,0.6319926,0.5565499,0.5697102,0.5362539,0.56418985,0.23035006,0.2046798,0.28294948,0.25703982,0.26458514,1.0130228,1.0991083,1.3324809,1.4480311,1.4772978,0.8331913,0.51304704,0.5812039,0.55364734,0.4998415,0.1668087,0.48695296,0.41879612,0.4463527,0.5001585,0.6663826,0.026094059,0.16240779,0.10729464,-0.00031700643,-0.1335812,
2020-01-02,SH600018,0.0086206,0.017241413,0.4999939,0.0068965857,0.40000123,0.0017242256,0.10000489,0.0034482402,0.19999756,0.99145305,1.0068376,0.9897436,,0.9692308,1.0,0.96068376,0.95042735,0.9794872,0.9815385,0.98239315,0.9781197,0.9719658,0.9804559,0.011806025,0.013069437,0.017402533,0.017574154,0.021480776,0.0070085586,-0.00050763215,0.0012158602,0.0012131222,-0.00047278157,0.88102865,0.013829162,0.17084818,0.36928523,0.14774778,0.00444442,0.0198912,0.010329681,0.010443915,0.03349121,1.0068376,1.0068376,1.0170939,1.0170939,1.0358974,0.9623932,0.9623932,0.9452992,0.9384614,0.93675214,0.98905987,0.9972649,0.9972649,0.98803425,1.0020514,0.9736752,0.9723077,0.96341884,0.95521367,0.95829064,20.0,9.0,4.375,3.0555556,1.2916666,0.84615296,0.84615296,0.7619054,0.7826097,0.6379313,1.0,1.0,0.45,0.6333333,0.31666666,0.6,0.8,0.2,0.033333335,0.46666667,0.4,0.2,0.25,0.6,-0.15,0.6735062,0.19367708,0.5043043,0.6198092,0.53833264,0.0897024,-0.009623131,0.34386796,0.4308615,0.31793812,1.0,0.7,0.6,0.53333336,0.51666665,0.0,0.3,0.3,0.36666667,0.4,1.0,0.4,0.3,0.16666667,0.11666667,1.0,0.5,0.6236559,0.60139865,0.51863354,0.0,0.5,0.37634408,0.39860132,0.48136643,1.0,0.0,0.24731186,0.20279735,0.037267122,0.70535654,0.5796991,0.63287777,0.5503916,0.52268803,0.21144792,0.19831745,0.30931717,0.2986645,0.25739205,1.0982083,1.1135417,1.4653332,1.4267917,1.1960632,0.78854764,0.56310916,0.5937928,0.5651449,0.532523,0.21145234,0.43689084,0.4062072,0.43485507,0.46747702,0.5770953,0.12621832,0.1875856,0.13028982,0.06504595,-0.050088305,
2020-01-02,SH600019,0.005199396,0.019064154,0.27273154,0.013864758,0.72726846,0.0,0.0,-0.008665361,-0.4545369,0.9948275,1.013793,0.9948275,,0.9620689,0.9931034,0.9362068,0.9275862,1.0155171,0.9862068,0.9784482,0.97413784,0.9663792,0.97517234,0.011371502,0.013212151,0.01905195,0.022373743,0.03338582,0.0068965694,0.0026018785,0.0018278449,0.001480956,-0.0007782814,0.91953987,0.355499,0.32215723,0.33955383,0.1657483,4.1127223e-08,0.009843336,0.008497601,0.01214689,0.047786944,1.013793,1.013793,1.013793,1.013793,1.0396551,0.9603448,0.95689654,0.92241377,0.91206896,0.8999999,0.9931034,0.9899999,0.9899999,0.9882758,1.0034482,0.9775861,0.96758616,0.9620689,0.94275856,0.9403448,20.0,10.0,4.875,3.2777777,1.2361112,0.7419365,0.7575766,0.8490572,0.8644073,0.7160501,1.0,1.0,1.0,1.0,0.05,0.2,0.3,0.05,0.033333335,0.46666667,0.8,0.7,0.95,0.96666664,-0.41666666,0.90587014,0.7250717,0.64294237,0.5690856,-0.48405257,0.585039,0.20583121,0.639136,0.60799986,0.43336514,0.8,0.5,0.55,0.46666667,0.36666667,0.2,0.5,0.45,0.5,0.56666666,0.6,0.0,0.1,-0.033333335,-0.2,0.95833224,0.5370374,0.6480003,0.6029412,0.48632225,0.04166777,0.4629626,0.35199973,0.39705878,0.5136778,0.9166645,0.07407478,0.29600054,0.20588246,-0.027355496,0.6788586,0.55909526,0.5907206,0.59646606,0.4302557,0.24036257,0.22933829,0.23089795,0.2572279,0.27499807,0.67161816,0.74028873,1.2217079,1.4262142,1.7807095,0.8502284,0.6127856,0.5698687,0.52379066,0.55262756,0.14977157,0.3872144,0.43013135,0.4762093,0.44737244,0.70045686,0.2255712,0.13973731,0.04758137,0.105255105,-0.19275233,
